express partner,flight num,dep stn,arrv stn,cancel description,a/c type,nose,pbt,sch dep time (local),time cancel (local),hh:mm cnxl (before)/after sch dep time,ex sec
OO-Skywest,5067,ORD,DEC,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0914,25,2025-11-10 16:50:00,2025-11-10 13:14:53.142,(03:35),  
OO-Skywest,5070,ORD,LAF,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0904,43,2025-11-10 12:11:00,2025-11-10 13:09:41.208,00:58,  
OO-Skywest,5072,DEN,BFF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,6,2025-11-09 07:50:00,2025-11-06 15:05:15.568,(3 16:),  
OO-Skywest,5072,BFF,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,16,2025-11-09 10:20:00,2025-11-06 15:05:20.625,(3 19:),  
OO-Skywest,5082,CMX,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1920,44,2025-11-09 15:14:00,2025-11-09 14:31:11.217,(00:42),  
OO-Skywest,5100,FOD,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0914,18,2025-11-10 14:36:00,2025-11-10 13:14:48.212,(01:21),  
OO-Skywest,5103,ORD,JLN,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0963,37,2025-11-10 21:38:00,2025-11-10 13:42:50.580,(07:55),  
OO-Skywest,5108,EAU,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0463,38,2025-11-09 14:38:00,2025-11-09 17:04:11.497,02:26,  
OO-Skywest,5119,FOD,ORD,XF - EXTREME WEATHER,CRJ-200,1920,13,2025-11-10 10:05:00,2025-11-09 19:06:07.217,(14:58),  
OO-Skywest,5121,EAU,ORD,XF - EXTREME WEATHER,CRJ-200,0961,33,2025-11-10 05:00:00,2025-11-09 19:28:58.966,(09:31),  
OO-Skywest,5121,ORD,FOD,XF - EXTREME WEATHER,CRJ-200,1920,8,2025-11-10 07:45:00,2025-11-09 19:06:07.172,(12:38),  
OO-Skywest,5126,LAF,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0445,44,2025-11-09 14:47:00,2025-11-09 14:20:49.268,(00:26),  
OO-Skywest,5126,ORD,MCW,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1920,18,2025-11-09 16:50:00,2025-11-09 13:31:36.249,(03:18),  
OO-Skywest,5126,LAF,ORD,XE - ATC STAFFING,CRJ-200,0904,25,2025-11-10 14:47:00,2025-11-10 14:09:26.158,(00:37),  
OO-Skywest,5126,ORD,MCW,XE - ATC STAFFING,CRJ-200,0967,24,2025-11-10 16:50:00,2025-11-10 17:32:04.548,00:42,  
OO-Skywest,5133,DEN,LBF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,5,2025-11-09 07:55:00,2025-11-06 15:08:31.926,(3 16:),  
OO-Skywest,5135,MCW,ORD,XE - ATC STAFFING,CRJ-200,0967,5,2025-11-10 19:01:00,2025-11-10 17:32:04.502,(01:28),  
OO-Skywest,5138,ORD,MGW,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0445,44,2025-11-09 21:23:00,2025-11-09 16:46:26.589,(04:36),  
OO-Skywest,5138,ORD,MGW,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0961,41,2025-11-10 21:23:00,2025-11-10 13:25:50.276,(07:57),  
OO-Skywest,5140,ORD,CMX,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0878,37,2025-11-09 21:25:00,2025-11-09 13:44:55.017,(07:40),  
OO-Skywest,5213,DEN,DSM,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,46,2025-11-11 09:45:00,2025-11-07 14:59:08.251,(4 18:),  
OO-Skywest,5215,ORD,LNK,XF - EXTREME WEATHER,CRJ-200,1913,47,2025-11-10 08:45:00,2025-11-09 19:05:06.819,(13:39),  
OO-Skywest,5215,ORD,LNK,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,18,2025-11-11 08:45:00,2025-11-07 15:42:13.649,(4 17:),  
OO-Skywest,5216,HSV,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1913,50,2025-11-09 18:11:00,2025-11-09 13:16:04.418,(04:54),  
OO-Skywest,5216,HSV,ORD,XE - ATC STAFFING,CRJ-200,1223,35,2025-11-10 18:11:00,2025-11-10 17:58:02.299,(00:12),  
OO-Skywest,5220,SFO,SMF,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0206,54,2025-11-07 08:25:00,2025-11-06 12:23:00.000,(20:02),  
OO-Skywest,5220,SFO,SMF,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,36,2025-11-09 08:25:00,2025-11-06 14:06:10.935,(3 18:),  
OO-Skywest,5220,SFO,SMF,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,54,2025-11-10 08:25:00,2025-11-07 13:22:41.333,(3 19:),  
OO-Skywest,5220,SFO,SMF,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,38,2025-11-11 08:25:00,2025-11-07 13:22:00.786,(4 19:),  
OO-Skywest,5220,SFO,SMF,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,45,2025-11-12 08:25:00,2025-11-09 10:47:18.619,(3 21:),  
OO-Skywest,5223,ORD,TVC,XF - EXTREME WEATHER,CRJ-550,0982,43,2025-11-10 08:45:00,2025-11-09 19:07:16.607,(13:37),  
OO-Skywest,5224,DEN,DRO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,37,2025-11-11 13:25:00,2025-11-07 14:57:08.494,(4 22:),  
OO-Skywest,5225,ORD,MKE,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0167,69,2025-11-08 15:35:00,2025-11-06 14:39:20.244,(3 00:),  
OO-Skywest,5225,ORD,MKE,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,69,2025-11-10 15:35:00,2025-11-07 15:01:00.000,(4 00:),  
OO-Skywest,5225,ORD,MKE,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,52,2025-11-11 15:35:00,2025-11-07 15:43:49.198,(4 23:),  
OO-Skywest,5225,ORD,MKE,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,50,2025-11-12 15:35:00,2025-11-09 12:35:21.884,(4 02:),  
OO-Skywest,5227,DRO,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0628,45,2025-11-07 18:05:00,2025-11-06 13:27:00.000,(2 04:),  
OO-Skywest,5227,DRO,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0632,10,2025-11-08 18:05:00,2025-11-06 13:44:17.392,(3 04:),  
OO-Skywest,5227,DRO,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,60,2025-11-09 18:05:00,2025-11-06 15:02:58.680,(4 03:),  
OO-Skywest,5227,DRO,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,21,2025-11-10 18:05:00,2025-11-07 14:09:00.000,(4 03:),  
OO-Skywest,5227,DRO,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,25,2025-11-11 18:05:00,2025-11-07 15:00:18.773,(5 03:),  
OO-Skywest,5227,DRO,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,44,2025-11-12 18:05:00,2025-11-09 11:56:04.898,(4 06:),  
OO-Skywest,5229,SBN,CHA,XF - EXTREME WEATHER,CRJ-200,0506,0,2025-11-09 21:30:00,2025-11-10 19:18:45.595,21:48,  
OO-Skywest,5231,SBN,ORD,XF - EXTREME WEATHER,CRJ-550,0575,38,2025-11-10 07:30:00,2025-11-09 20:13:58.200,(11:16),  
OO-Skywest,5233,DEN,AMA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0873,45,2025-11-07 14:39:00,2025-11-06 13:28:00.000,(2 01:),  
OO-Skywest,5233,DEN,AMA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,28,2025-11-11 14:39:00,2025-11-07 14:55:52.957,(4 23:),  
OO-Skywest,5233,DEN,AMA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,35,2025-11-12 14:39:00,2025-11-09 11:53:26.812,(4 02:),  
OO-Skywest,5234,ORD,MKE,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,74,2025-11-09 10:20:00,2025-11-06 16:03:48.993,(3 18:),  
OO-Skywest,5234,ORD,MKE,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,66,2025-11-10 10:20:00,2025-11-07 15:02:00.000,(3 19:),  
OO-Skywest,5241,MLI,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,1223,34,2025-11-07 13:00:00,2025-11-06 14:33:57.160,(22:26),  
OO-Skywest,5241,MLI,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0953,42,2025-11-10 13:00:00,2025-11-10 13:23:29.394,00:23,  
OO-Skywest,5244,ORD,TUL,XE - ATC STAFFING,ERJ-175,0103,74,2025-11-10 20:20:00,2025-11-10 18:48:01.603,(01:31),  
OO-Skywest,5245,CPR,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,44,2025-11-11 11:20:00,2025-11-07 14:56:43.322,(4 20:),  
OO-Skywest,5245,CPR,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,39,2025-11-12 11:20:00,2025-11-09 11:53:52.014,(3 23:),  
OO-Skywest,5248,SMF,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0206,60,2025-11-07 10:40:00,2025-11-06 12:23:56.048,(22:16),  
OO-Skywest,5248,SMF,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,57,2025-11-09 10:40:00,2025-11-06 14:06:15.969,(3 20:),  
OO-Skywest,5248,SMF,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,55,2025-11-10 10:40:00,2025-11-07 13:22:41.364,(3 21:),  
OO-Skywest,5248,SMF,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,35,2025-11-11 10:40:00,2025-11-07 13:22:00.901,(4 21:),  
OO-Skywest,5248,SMF,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,36,2025-11-12 10:40:00,2025-11-09 10:47:18.625,(3 23:),  
OO-Skywest,5249,SAN,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0612,62,2025-11-07 11:02:00,2025-11-06 12:20:00.000,(22:42),  
OO-Skywest,5249,SAN,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,1372,63,2025-11-08 11:02:00,2025-11-06 12:45:12.848,(2 22:),  
OO-Skywest,5249,SAN,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,55,2025-11-09 11:02:00,2025-11-06 14:08:21.794,(3 20:),  
OO-Skywest,5251,LIT,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0961,34,2025-11-09 18:15:00,2025-11-09 13:19:34.657,(04:55),  
OO-Skywest,5251,LIT,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0916,30,2025-11-10 18:15:00,2025-11-10 13:12:37.323,(05:02),  
OO-Skywest,5252,LAX,SEA,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,64,2025-11-09 13:08:00,2025-11-06 14:09:53.452,(3 22:),  
OO-Skywest,5253,LNK,ORD,XF - EXTREME WEATHER,CRJ-550,1603,33,2025-11-10 06:00:00,2025-11-09 19:16:20.140,(10:43),  
OO-Skywest,5256,DSM,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,64,2025-11-11 13:35:00,2025-11-07 15:59:08.332,(4 21:),  
OO-Skywest,5265,DEN,RAP,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,40,2025-11-11 15:40:00,2025-11-07 14:55:28.877,(5 00:),  
OO-Skywest,5267,DEN,XNA,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,42,2025-11-11 09:40:00,2025-11-07 15:01:54.465,(4 18:),  
OO-Skywest,5270,DEN,MAF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,48,2025-11-10 13:32:00,2025-11-07 14:11:00.000,(3 23:),  
OO-Skywest,5271,SBP,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,47,2025-11-09 18:25:00,2025-11-06 14:07:36.518,(4 04:),  
OO-Skywest,5271,SBP,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,34,2025-11-10 18:25:00,2025-11-07 13:19:00.000,(4 05:),  
OO-Skywest,5271,SBP,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,31,2025-11-11 18:25:00,2025-11-07 13:22:56.350,(5 05:),  
OO-Skywest,5271,SBP,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,30,2025-11-12 18:25:00,2025-11-09 10:45:41.980,(4 07:),  
OO-Skywest,5273,SFO,FAT,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0607,52,2025-11-08 16:50:00,2025-11-06 12:45:43.004,(3 04:),  
OO-Skywest,5273,SFO,FAT,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,58,2025-11-09 16:50:00,2025-11-06 14:06:56.312,(4 02:),  
OO-Skywest,5273,SFO,FAT,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,62,2025-11-11 16:50:00,2025-11-07 13:23:46.496,(5 03:),  
OO-Skywest,5273,SFO,FAT,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,67,2025-11-12 16:50:00,2025-11-09 10:44:41.573,(4 06:),  
OO-Skywest,5274,ORD,SBN,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0783,35,2025-11-09 21:30:00,2025-11-09 13:59:14.533,(07:30),  
OO-Skywest,5274,ORD,SBN,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0785,51,2025-11-10 21:30:00,2025-11-10 13:25:50.319,(08:04),  
OO-Skywest,5278,ORD,HSV,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1913,45,2025-11-09 15:35:00,2025-11-09 13:15:39.233,(02:19),  
OO-Skywest,5279,ORD,DAY,XF - EXTREME WEATHER,CRJ-550,1603,35,2025-11-10 08:45:00,2025-11-09 19:16:20.190,(13:28),  
OO-Skywest,5279,ORD,DAY,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,18,2025-11-11 08:45:00,2025-11-07 15:38:53.232,(4 17:),  
OO-Skywest,5279,ORD,DAY,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,25,2025-11-12 08:45:00,2025-11-09 12:47:33.758,(3 19:),  
OO-Skywest,5280,ORD,PIA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,11,2025-11-11 11:35:00,2025-11-07 15:43:29.024,(4 19:),  
OO-Skywest,5280,ORD,PIA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,19,2025-11-12 11:35:00,2025-11-09 12:35:52.143,(3 22:),  
OO-Skywest,5281,MSP,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0108,52,2025-11-07 11:36:00,2025-11-06 14:50:26.017,(20:45),  
OO-Skywest,5281,MSP,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,63,2025-11-09 11:36:00,2025-11-06 16:01:48.287,(3 19:),  
OO-Skywest,5281,MSP,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,65,2025-11-10 11:36:00,2025-11-07 15:10:00.000,(3 20:),  
OO-Skywest,5282,DEN,SLC,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0782,58,2025-11-07 15:40:00,2025-11-06 13:20:00.000,(2 02:),  
OO-Skywest,5282,DEN,SLC,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0795,58,2025-11-08 15:40:00,2025-11-06 13:46:28.237,(3 01:),  
OO-Skywest,5282,DEN,SLC,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0000,54,2025-11-10 15:40:00,2025-11-07 14:11:00.000,(4 01:),  
OO-Skywest,5290,ORD,BOI,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0603,63,2025-11-10 19:35:00,2025-11-10 13:35:07.534,(05:59),  
OO-Skywest,5291,DEN,MSP,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0108,66,2025-11-07 07:45:00,2025-11-06 13:50:00.000,(17:55),  
OO-Skywest,5291,DEN,MSP,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,34,2025-11-09 07:45:00,2025-11-06 15:01:39.015,(3 16:),  
OO-Skywest,5291,DEN,MSP,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,42,2025-11-10 07:45:00,2025-11-07 14:10:00.000,(3 17:),  
OO-Skywest,5297,LNK,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0762,42,2025-11-09 15:10:00,2025-11-09 13:42:40.201,(01:27),  
OO-Skywest,5299,LAX,FAT,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,40,2025-11-10 10:35:00,2025-11-07 13:23:51.603,(3 21:),  
OO-Skywest,5300,ORD,LIT,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0961,48,2025-11-09 15:35:00,2025-11-09 13:19:24.692,(02:15),  
OO-Skywest,5300,ORD,LIT,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0916,50,2025-11-10 15:35:00,2025-11-10 13:12:52.330,(02:22),  
OO-Skywest,5305,ORD,MLI,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,1223,45,2025-11-07 10:35:00,2025-11-06 14:33:00.000,(20:02),  
OO-Skywest,5306,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0461,47,2025-11-07 09:55:00,2025-11-06 13:26:00.000,(20:29),  
OO-Skywest,5306,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0856,45,2025-11-08 09:55:00,2025-11-06 13:46:48.488,(2 20:),  
OO-Skywest,5306,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,43,2025-11-09 09:55:00,2025-11-06 15:09:02.104,(3 18:),  
OO-Skywest,5306,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,44,2025-11-10 09:55:00,2025-11-07 14:16:00.000,(3 19:),  
OO-Skywest,5306,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,40,2025-11-11 09:55:00,2025-11-07 14:51:52.446,(4 19:),  
OO-Skywest,5306,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,43,2025-11-12 09:55:00,2025-11-09 11:50:39.819,(3 22:),  
OO-Skywest,5308,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0496,41,2025-11-07 16:47:00,2025-11-06 13:26:37.251,(2 03:),  
OO-Skywest,5308,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,1932,49,2025-11-08 16:47:00,2025-11-06 13:47:03.466,(3 02:),  
OO-Skywest,5308,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,44,2025-11-09 16:47:00,2025-11-06 15:04:09.170,(4 01:),  
OO-Skywest,5308,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,40,2025-11-10 16:47:00,2025-11-07 14:14:00.000,(4 02:),  
OO-Skywest,5308,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,44,2025-11-11 16:47:00,2025-11-07 14:54:13.278,(5 01:),  
OO-Skywest,5308,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,39,2025-11-12 16:47:00,2025-11-09 11:50:30.649,(4 04:),  
OO-Skywest,5309,ORD,FWA,XF - EXTREME WEATHER,CRJ-200,0954,39,2025-11-09 20:10:00,2025-11-09 17:56:37.420,(02:13),  
OO-Skywest,5309,ORD,FWA,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1925,49,2025-11-10 20:10:00,2025-11-10 13:20:36.324,(06:49),  
OO-Skywest,5311,DEN,TUL,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,39,2025-11-12 13:40:00,2025-11-09 11:42:35.797,(4 01:),  
OO-Skywest,5314,ORD,LNK,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0471,50,2025-11-09 19:46:00,2025-11-09 16:00:47.039,(03:45),  
OO-Skywest,5322,BUF,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0630,58,2025-11-07 10:50:00,2025-11-06 15:27:00.000,(19:23),  
OO-Skywest,5322,BUF,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,39,2025-11-12 10:50:00,2025-11-09 13:35:37.125,(3 21:),  
OO-Skywest,5323,SLC,ORD,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0626,59,2025-11-09 16:01:00,2025-11-09 12:26:19.296,(03:34),  
OO-Skywest,5328,RNO,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0608,57,2025-11-07 10:33:00,2025-11-06 12:25:00.000,(22:08),  
OO-Skywest,5330,ORD,MKE,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1916,50,2025-11-09 16:20:00,2025-11-09 13:56:19.421,(02:23),  
OO-Skywest,5330,ORD,MKE,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0953,50,2025-11-10 16:20:00,2025-11-10 13:23:29.392,(02:56),  
OO-Skywest,5331,ORD,FWA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,43,2025-11-09 15:35:00,2025-11-06 16:03:08.686,(3 23:),  
OO-Skywest,5331,ORD,FWA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,35,2025-11-10 15:35:00,2025-11-07 15:05:00.000,(4 00:),  
OO-Skywest,5331,ORD,FWA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,41,2025-11-11 15:35:00,2025-11-07 15:39:18.311,(4 23:),  
OO-Skywest,5331,ORD,FWA,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,42,2025-11-12 15:35:00,2025-11-09 12:47:58.737,(4 02:),  
OO-Skywest,5332,AVP,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0982,50,2025-11-10 15:32:00,2025-11-10 14:35:02.471,(00:56),  
OO-Skywest,5332,AVP,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,45,2025-11-11 15:32:00,2025-11-07 16:42:58.928,(4 22:),  
OO-Skywest,5333,DEN,MAF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0575,20,2025-11-08 09:54:00,2025-11-06 13:43:26.014,(2 20:),  
OO-Skywest,5333,DEN,MAF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0000,56,2025-11-11 09:54:00,2025-11-07 14:59:39.651,(4 18:),  
OO-Skywest,5334,ORD,MSN,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0531,47,2025-11-09 16:50:00,2025-11-09 13:38:58.922,(03:11),  
OO-Skywest,5334,ORD,MSN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,45,2025-11-10 16:50:00,2025-11-07 15:05:00.000,(4 01:),  
OO-Skywest,5337,ORD,ROA,XA - ATC GROUND DELAY PROGRAM,ERJ-175,1369,69,2025-11-10 13:55:00,2025-11-10 15:59:08.474,02:04,  
OO-Skywest,5339,DEN,BIL,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,27,2025-11-11 08:00:00,2025-11-07 15:00:49.028,(4 16:),  
OO-Skywest,5341,ACV,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,66,2025-11-11 16:13:00,2025-11-07 13:33:03.986,(5 02:),  
OO-Skywest,5346,SFO,SEA,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,61,2025-11-10 06:00:00,2025-11-07 13:28:49.435,(3 16:),  
OO-Skywest,5347,MKE,ORD,XF - EXTREME WEATHER,CRJ-550,0573,49,2025-11-10 10:53:00,2025-11-09 17:10:35.919,(17:42),  
OO-Skywest,5347,MKE,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,49,2025-11-11 10:53:00,2025-11-07 15:39:54.677,(4 19:),  
OO-Skywest,5347,MKE,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,45,2025-11-12 10:53:00,2025-11-09 13:01:11.961,(3 21:),  
OO-Skywest,5349,FAT,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0607,50,2025-11-08 18:55:00,2025-11-06 12:45:43.095,(3 06:),  
OO-Skywest,5349,FAT,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,52,2025-11-09 18:55:00,2025-11-06 14:07:01.297,(4 04:),  
OO-Skywest,5349,FAT,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,47,2025-11-11 18:55:00,2025-11-07 13:23:46.562,(5 05:),  
OO-Skywest,5349,FAT,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,58,2025-11-12 18:55:00,2025-11-09 10:44:41.637,(4 08:),  
OO-Skywest,5350,ROA,ORD,XA - ATC GROUND DELAY PROGRAM,ERJ-175,1369,52,2025-11-10 17:38:00,2025-11-10 16:59:13.561,(00:38),  
OO-Skywest,5352,ORD,CAK,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0762,47,2025-11-09 17:50:00,2025-11-09 13:42:50.296,(04:07),  
OO-Skywest,5353,ORD,TVC,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0471,50,2025-11-09 15:35:00,2025-11-09 13:28:11.013,(02:06),  
OO-Skywest,5353,ORD,TVC,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,50,2025-11-10 15:35:00,2025-11-07 15:04:00.000,(4 00:),  
OO-Skywest,5357,DEN,MOT,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,50,2025-11-10 14:42:00,2025-11-07 14:17:00.000,(4 00:),  
OO-Skywest,5357,DEN,MOT,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,39,2025-11-11 14:42:00,2025-11-07 15:01:03.990,(4 23:),  
OO-Skywest,5357,DEN,MOT,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,45,2025-11-12 14:42:00,2025-11-09 11:51:15.102,(4 02:),  
OO-Skywest,5358,ORD,CAK,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1223,49,2025-11-09 14:34:00,2025-11-09 13:16:04.508,(01:17),  
OO-Skywest,5358,ORD,CAK,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0986,48,2025-11-10 14:34:00,2025-11-10 13:24:24.721,(01:09),  
