express partner,flight num,dep stn,arrv stn,cancel description,a/c type,nose,pbt,sch dep time (local),time cancel (local),hh:mm cnxl (before)/after sch dep time,ex sec
OO-Skywest,5501,SEA,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,57,2025-11-09 17:07:00,2025-11-06 14:10:03.498,(4 02:),  
OO-Skywest,5502,SLC,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,49,2025-11-11 10:55:00,2025-11-07 14:50:32.972,(4 20:),  
OO-Skywest,5504,BUR,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0624,60,2025-11-07 15:40:00,2025-11-06 12:22:54.687,(2 03:),  
OO-Skywest,5504,BUR,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,56,2025-11-11 15:40:00,2025-11-07 13:22:31.089,(5 02:),  
OO-Skywest,5505,ORD,SBN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,44,2025-11-09 16:10:00,2025-11-06 16:02:38.677,(4 00:),  
OO-Skywest,5505,ORD,SBN,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0961,50,2025-11-10 16:10:00,2025-11-10 13:21:36.516,(02:48),  
OO-Skywest,5505,ORD,SBN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,31,2025-11-12 16:10:00,2025-11-09 12:48:23.964,(4 03:),  
OO-Skywest,5511,SGF,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,61,2025-11-11 13:35:00,2025-11-07 16:01:34.250,(4 21:),  
OO-Skywest,5518,SFO,BUR,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0107,71,2025-11-08 07:15:00,2025-11-06 12:37:33.650,(2 18:),  
OO-Skywest,5518,SFO,BUR,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,67,2025-11-09 08:05:00,2025-11-06 14:05:55.984,(3 17:),  
OO-Skywest,5518,SFO,BUR,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,66,2025-11-10 07:15:00,2025-11-07 13:18:00.000,(3 17:),  
OO-Skywest,5518,SFO,BUR,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,56,2025-11-12 07:15:00,2025-11-09 10:40:03.724,(3 20:),  
OO-Skywest,5519,SAF,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0743,58,2025-11-07 10:48:00,2025-11-06 13:30:34.763,(21:17),  
OO-Skywest,5519,SAF,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0000,66,2025-11-09 10:48:00,2025-11-06 15:09:32.302,(3 19:),  
OO-Skywest,5522,SMF,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,1379,63,2025-11-08 10:34:00,2025-11-06 12:41:51.503,(2 21:),  
OO-Skywest,5522,SMF,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,57,2025-11-09 10:34:00,2025-11-06 14:11:58.300,(3 20:),  
OO-Skywest,5522,SMF,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,42,2025-11-12 10:34:00,2025-11-09 10:42:55.983,(3 23:),  
OO-Skywest,5523,ORD,GRB,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0954,50,2025-11-10 15:35:00,2025-11-10 13:06:29.065,(02:28),  
OO-Skywest,5523,ORD,GRB,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,36,2025-11-12 15:35:00,2025-11-09 12:49:34.309,(4 02:),  
OO-Skywest,5528,XWA,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,38,2025-11-11 15:11:00,2025-11-07 15:57:28.668,(4 23:),  
OO-Skywest,5532,ORD,CHO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,23,2025-11-09 07:25:00,2025-11-06 16:05:00.574,(3 15:),  
OO-Skywest,5532,ORD,CHO,XF - EXTREME WEATHER,CRJ-550,0531,16,2025-11-10 07:25:00,2025-11-09 19:03:51.323,(12:21),  
OO-Skywest,5536,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0900,45,2025-11-07 08:30:00,2025-11-06 13:27:17.359,(19:02),  
OO-Skywest,5537,LAX,SMF,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,1379,34,2025-11-08 08:15:00,2025-11-06 12:41:51.413,(2 19:),  
OO-Skywest,5537,LAX,SMF,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,44,2025-11-09 08:15:00,2025-11-06 14:11:53.320,(3 18:),  
OO-Skywest,5537,LAX,SMF,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,25,2025-11-12 08:15:00,2025-11-09 10:42:55.892,(3 21:),  
OO-Skywest,5539,ACV,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0221,37,2025-11-08 15:50:00,2025-11-06 12:40:10.790,(3 03:),  
OO-Skywest,5539,ACV,SFO,XF - EXTREME WEATHER,CRJ-200,1928,50,2025-11-11 15:50:00,2025-11-11 12:20:58.348,(03:29),  
OO-Skywest,5545,RAP,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0464,43,2025-11-07 15:18:00,2025-11-06 13:30:55.079,(2 01:),  
OO-Skywest,5545,RAP,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0218,48,2025-11-08 15:18:00,2025-11-06 13:40:00.614,(3 01:),  
OO-Skywest,5545,RAP,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,37,2025-11-12 15:18:00,2025-11-09 11:53:21.795,(4 03:),  
OO-Skywest,5546,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0699,36,2025-11-07 15:35:00,2025-11-06 13:26:57.172,(2 02:),  
OO-Skywest,5546,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,38,2025-11-09 15:35:00,2025-11-06 15:06:31.096,(4 00:),  
OO-Skywest,5546,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,43,2025-11-10 15:35:00,2025-11-07 14:13:00.000,(4 01:),  
OO-Skywest,5546,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,43,2025-11-11 15:35:00,2025-11-07 14:53:43.143,(5 00:),  
OO-Skywest,5546,DEN,COS,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,39,2025-11-12 15:35:00,2025-11-09 11:50:20.601,(4 03:),  
OO-Skywest,5548,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,44,2025-11-10 10:34:00,2025-11-07 14:15:00.000,(3 20:),  
OO-Skywest,5550,ORD,MLI,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0575,42,2025-11-09 14:10:00,2025-11-09 13:13:18.356,(00:56),  
OO-Skywest,5551,DEN,BZN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,32,2025-11-11 08:00:00,2025-11-07 15:02:49.780,(4 16:),  
OO-Skywest,5555,ORD,MKE,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0572,50,2025-11-10 17:50:00,2025-11-10 16:44:01.154,(01:05),  
OO-Skywest,5556,DEN,RAP,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0464,46,2025-11-07 13:25:00,2025-11-06 13:30:55.068,(23:54),  
OO-Skywest,5556,DEN,RAP,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0218,43,2025-11-08 13:25:00,2025-11-06 13:40:00.555,(2 23:),  
OO-Skywest,5556,DEN,RAP,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,36,2025-11-12 13:25:00,2025-11-09 11:53:21.737,(4 01:),  
OO-Skywest,5557,ORD,OKC,XF - EXTREME WEATHER,ERJ-175,0157,69,2025-11-10 09:10:00,2025-11-09 17:43:47.499,(15:26),  
OO-Skywest,5561,PSP,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,68,2025-11-11 09:00:00,2025-11-07 14:02:14.565,(4 18:),  
OO-Skywest,5564,ORD,SBN,XF - EXTREME WEATHER,CRJ-550,1751,42,2025-11-10 14:15:00,2025-11-09 17:22:55.738,(20:52),  
OO-Skywest,5568,ORD,MLI,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,11,2025-11-11 09:00:00,2025-11-07 15:40:38.961,(4 17:),  
OO-Skywest,5568,ORD,MLI,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,21,2025-11-12 09:00:00,2025-11-09 12:49:49.444,(3 20:),  
OO-Skywest,5577,TVC,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0471,24,2025-11-09 18:32:00,2025-11-09 17:00:42.033,(01:31),  
OO-Skywest,5577,TVC,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,11,2025-11-10 18:32:00,2025-11-07 16:04:00.000,(4 02:),  
OO-Skywest,5580,DEN,PSP,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,57,2025-11-11 13:42:00,2025-11-07 15:02:14.579,(4 22:),  
OO-Skywest,5588,ORD,DAY,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,1603,38,2025-11-07 11:05:00,2025-11-06 14:32:20.348,(20:32),  
OO-Skywest,5591,LAX,FAT,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,66,2025-11-11 16:35:00,2025-11-07 13:31:59.652,(5 03:),  
OO-Skywest,5591,LAX,FAT,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,46,2025-11-12 16:35:00,2025-11-09 10:45:16.870,(4 05:),  
OO-Skywest,5592,RDD,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0477,36,2025-11-08 18:28:00,2025-11-06 12:42:26.603,(3 05:),  
OO-Skywest,5592,RDD,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,21,2025-11-10 18:28:00,2025-11-07 13:20:00.000,(4 05:),  
OO-Skywest,5592,RDD,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,10,2025-11-11 18:28:00,2025-11-07 13:21:05.602,(5 05:),  
OO-Skywest,5592,RDD,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,31,2025-11-12 18:28:00,2025-11-09 10:47:08.464,(4 07:),  
OO-Skywest,5597,ICT,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0628,51,2025-11-08 17:28:00,2025-11-06 14:44:02.322,(3 02:),  
OO-Skywest,5597,ICT,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,50,2025-11-09 17:28:00,2025-11-06 16:02:33.494,(4 01:),  
OO-Skywest,5599,OKC,ORD,XF - EXTREME WEATHER,ERJ-175,0203,54,2025-11-09 16:29:00,2025-11-09 17:43:41.560,01:14,  
OO-Skywest,5601,ORD,FNT,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,44,2025-11-09 13:48:00,2025-11-06 16:04:19.215,(3 21:),  
OO-Skywest,5601,ORD,FNT,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,36,2025-11-11 13:48:00,2025-11-07 15:40:14.786,(4 22:),  
OO-Skywest,5602,LAX,PHX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,48,2025-11-11 13:05:00,2025-11-07 13:26:48.731,(4 23:),  
OO-Skywest,5602,LAX,PHX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,64,2025-11-12 13:05:00,2025-11-09 10:43:00.927,(4 02:),  
OO-Skywest,5604,RNO,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,1370,37,2025-11-08 18:17:00,2025-11-06 12:41:01.458,(3 05:),  
OO-Skywest,5604,RNO,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,51,2025-11-11 18:17:00,2025-11-07 13:24:06.685,(5 04:),  
OO-Skywest,5606,CHO,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0783,49,2025-11-10 17:38:00,2025-11-10 14:20:06.010,(03:17),  
OO-Skywest,5609,COU,ORD,XF - EXTREME WEATHER,CRJ-550,0785,45,2025-11-10 08:00:00,2025-11-09 19:49:23.906,(12:10),  
OO-Skywest,5610,ORD,CHO,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0771,43,2025-11-09 18:15:00,2025-11-09 13:37:34.436,(04:37),  
OO-Skywest,5610,ORD,CHO,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0530,50,2025-11-10 18:15:00,2025-11-10 16:21:42.768,(01:53),  
OO-Skywest,5613,LAX,MRY,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0116,58,2025-11-08 16:10:00,2025-11-06 12:37:53.744,(3 03:),  
OO-Skywest,5613,LAX,MRY,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,54,2025-11-10 16:10:00,2025-11-07 13:23:16.437,(4 02:),  
OO-Skywest,5613,LAX,MRY,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,47,2025-11-12 16:10:00,2025-11-09 10:44:21.427,(4 05:),  
OO-Skywest,5614,CMH,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,48,2025-11-11 17:58:00,2025-11-07 16:41:24.235,(5 01:),  
OO-Skywest,5614,CMH,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,63,2025-11-12 17:58:00,2025-11-09 13:40:13.877,(4 04:),  
OO-Skywest,5615,LAX,PHX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,1373,40,2025-11-08 08:15:00,2025-11-06 12:41:10.947,(2 19:),  
OO-Skywest,5615,LAX,PHX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,41,2025-11-09 08:15:00,2025-11-06 14:12:13.397,(3 18:),  
OO-Skywest,5615,LAX,PHX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,42,2025-11-10 08:15:00,2025-11-07 13:25:33.274,(3 18:),  
OO-Skywest,5615,LAX,PHX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,27,2025-11-11 08:15:00,2025-11-07 13:27:18.909,(4 18:),  
OO-Skywest,5615,LAX,PHX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,32,2025-11-12 08:15:00,2025-11-09 10:43:36.231,(3 21:),  
OO-Skywest,5616,ORD,CMH,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,56,2025-11-11 14:28:00,2025-11-07 15:41:24.187,(4 22:),  
OO-Skywest,5616,ORD,CMH,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,58,2025-11-12 14:28:00,2025-11-09 12:40:13.799,(4 01:),  
OO-Skywest,5620,COS,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,36,2025-11-09 12:54:00,2025-11-06 15:04:50.454,(3 21:),  
OO-Skywest,5621,ORD,TYS,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0463,50,2025-11-09 17:50:00,2025-11-09 17:04:21.765,(00:45),  
OO-Skywest,5621,ORD,TYS,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0982,48,2025-11-10 17:50:00,2025-11-10 13:34:52.452,(04:15),  
OO-Skywest,5627,SBA,SFO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,1366,61,2025-11-08 18:45:00,2025-11-06 12:40:46.005,(3 06:),  
OO-Skywest,5627,SAT,ORD,XF - EXTREME WEATHER,ERJ-175,0135,62,2025-11-09 17:13:00,2025-11-09 17:50:03.028,00:37,  
OO-Skywest,5630,LAX,MRY,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,1378,55,2025-11-07 08:15:00,2025-11-06 12:24:59.294,(19:50),  
OO-Skywest,5630,LAX,MRY,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,25,2025-11-11 08:15:00,2025-11-07 13:27:53.470,(4 18:),  
OO-Skywest,5633,LEX,ORD,XF - EXTREME WEATHER,ERJ-175,1368,55,2025-11-10 07:05:00,2025-11-09 20:33:09.670,(10:31),  
OO-Skywest,5636,SAN,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,1368,63,2025-11-07 20:40:00,2025-11-06 12:20:25.605,(2 08:),  
OO-Skywest,5636,SAN,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,50,2025-11-09 20:40:00,2025-11-06 14:18:36.961,(4 06:),  
OO-Skywest,5636,SAN,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,30,2025-11-10 20:40:00,2025-11-07 13:24:17.756,(4 07:),  
OO-Skywest,5636,SAN,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,34,2025-11-12 20:40:00,2025-11-09 10:43:56.344,(4 09:),  
OO-Skywest,5637,DEN,SAF,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0601,68,2025-11-08 13:25:00,2025-11-06 13:43:46.242,(2 23:),  
OO-Skywest,5637,DEN,SAF,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,54,2025-11-11 13:25:00,2025-11-07 14:55:08.718,(4 22:),  
OO-Skywest,5638,DRO,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0464,42,2025-11-07 11:00:00,2025-11-06 13:28:22.849,(21:31),  
OO-Skywest,5638,DRO,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,43,2025-11-12 11:00:00,2025-11-09 11:55:25.618,(3 23:),  
OO-Skywest,5642,ORD,RAP,XF - EXTREME WEATHER,ERJ-175,1368,48,2025-11-10 08:45:00,2025-11-09 19:33:09.736,(13:11),  
OO-Skywest,5643,DEN,SAF,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-700,0000,56,2025-11-12 15:41:00,2025-11-09 11:52:06.333,(4 03:),  
OO-Skywest,5645,ORD,SCE,XF - EXTREME WEATHER,CRJ-550,0978,39,2025-11-10 07:25:00,2025-11-09 19:06:41.419,(12:18),  
OO-Skywest,5648,MKE,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,0953,38,2025-11-10 17:52:00,2025-11-10 13:40:24.510,(04:11),  
OO-Skywest,5649,LNK,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0856,46,2025-11-07 13:14:00,2025-11-06 14:31:40.466,(22:42),  
OO-Skywest,5649,LNK,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,41,2025-11-10 13:14:00,2025-11-07 15:12:00.000,(3 22:),  
OO-Skywest,5650,SCE,ORD,XF - EXTREME WEATHER,CRJ-550,0978,40,2025-11-10 10:50:00,2025-11-09 20:06:41.447,(14:43),  
OO-Skywest,5653,SAF,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0601,62,2025-11-08 15:23:00,2025-11-06 13:43:46.301,(3 01:),  
OO-Skywest,5653,SAF,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,58,2025-11-11 15:23:00,2025-11-07 14:55:08.795,(5 00:),  
OO-Skywest,5658,MRY,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,1378,52,2025-11-07 10:25:00,2025-11-06 12:24:59.293,(22:00),  
OO-Skywest,5658,MRY,LAX,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,54,2025-11-11 10:25:00,2025-11-07 13:27:53.476,(4 20:),  
OO-Skywest,5661,SFO,BUR,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0624,63,2025-11-07 13:20:00,2025-11-06 12:22:54.606,(2 00:),  
OO-Skywest,5661,SFO,BUR,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,44,2025-11-11 13:20:00,2025-11-07 13:22:31.035,(4 23:),  
OO-Skywest,5663,ORD,LIT,XF - EXTREME WEATHER,CRJ-550,0771,48,2025-11-10 08:45:00,2025-11-09 19:11:49.329,(13:33),  
OO-Skywest,5671,RAP,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,17,2025-11-11 18:00:00,2025-11-07 14:55:28.882,(5 03:),  
OO-Skywest,5675,SBN,ORD,XF - EXTREME WEATHER,CRJ-550,0573,49,2025-11-09 16:55:00,2025-11-09 18:12:56.764,01:17,  
OO-Skywest,5675,SBN,ORD,XE - ATC STAFFING,CRJ-550,0218,45,2025-11-10 16:55:00,2025-11-10 19:13:20.586,02:18,  
OO-Skywest,5677,DEN,CID,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,58,2025-11-12 13:41:00,2025-11-09 11:55:11.479,(4 01:),  
OO-Skywest,5679,ORD,COU,XF - EXTREME WEATHER,CRJ-550,0785,43,2025-11-09 19:40:00,2025-11-09 19:46:33.792,00:06,  
OO-Skywest,5679,ORD,COU,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0783,42,2025-11-10 19:40:00,2025-11-10 13:20:36.532,(06:19),  
OO-Skywest,5682,SYR,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0145,58,2025-11-08 17:27:00,2025-11-06 15:38:55.218,(3 01:),  
OO-Skywest,5682,SYR,ORD,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0146,73,2025-11-09 17:27:00,2025-11-09 13:51:56.381,(03:35),  
OO-Skywest,5682,SYR,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,48,2025-11-11 17:27:00,2025-11-07 16:42:33.739,(5 00:),  
OO-Skywest,5684,ORD,MSP,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0166,52,2025-11-08 07:30:00,2025-11-06 14:39:10.162,(2 16:),  
OO-Skywest,5686,FNT,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,33,2025-11-09 16:41:00,2025-11-06 17:04:45.351,(3 23:),  
OO-Skywest,5686,FNT,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1916,48,2025-11-10 16:42:00,2025-11-10 14:30:24.721,(02:11),  
OO-Skywest,5686,FNT,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,28,2025-11-11 16:42:00,2025-11-07 16:40:14.794,(5 00:),  
OO-Skywest,5687,ORD,MSN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-550,0000,45,2025-11-09 15:50:00,2025-11-06 16:02:58.612,(3 23:),  
OO-Skywest,5687,ORD,MSN,XA - ATC GROUND DELAY PROGRAM,CRJ-550,1751,50,2025-11-10 15:50:00,2025-11-10 15:58:39.340,00:08,  
OO-Skywest,5691,ATW,ORD,XF - EXTREME WEATHER,CRJ-200,0954,20,2025-11-09 17:31:00,2025-11-09 17:56:26.282,00:25,  
OO-Skywest,5691,ATW,ORD,XA - ATC GROUND DELAY PROGRAM,CRJ-200,1925,47,2025-11-10 17:31:00,2025-11-10 13:20:36.623,(04:10),  
OO-Skywest,5691,ATW,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,50,2025-11-11 17:31:00,2025-11-07 15:41:44.331,(5 01:),  
OO-Skywest,5691,ATW,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,49,2025-11-12 17:31:00,2025-11-09 12:37:03.750,(4 04:),  
OO-Skywest,5692,CID,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,36,2025-11-12 18:05:00,2025-11-09 12:55:11.528,(4 05:),  
OO-Skywest,5693,SFO,SBP,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,43,2025-11-09 16:25:00,2025-11-06 14:07:26.462,(4 02:),  
OO-Skywest,5693,SFO,SBP,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,41,2025-11-10 16:25:00,2025-11-07 13:19:00.000,(4 03:),  
OO-Skywest,5693,SFO,SBP,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,48,2025-11-11 16:25:00,2025-11-07 13:22:56.275,(5 03:),  
OO-Skywest,5693,SFO,SBP,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,35,2025-11-12 16:25:00,2025-11-09 10:45:41.932,(4 05:),  
OO-Skywest,5695,DEN,CPR,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0957,48,2025-11-08 17:55:00,2025-11-06 13:47:33.811,(3 04:),  
OO-Skywest,5698,SFO,SBA,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,1366,54,2025-11-08 16:40:00,2025-11-06 12:40:45.981,(3 03:),  
OO-Skywest,5702,ORD,SBN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,16,2025-11-11 12:45:00,2025-11-07 15:40:59.215,(4 21:),  
OO-Skywest,5702,ORD,SBN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,26,2025-11-12 12:45:00,2025-11-09 12:48:13.842,(3 23:),  
OO-Skywest,5707,MCI,ORD,XA - ATC GROUND DELAY PROGRAM,ERJ-175,0603,31,2025-11-10 16:50:00,2025-11-10 13:34:57.428,(03:15),  
OO-Skywest,5708,RAP,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0945,44,2025-11-07 10:22:00,2025-11-06 13:31:55.263,(20:50),  
OO-Skywest,5708,RAP,DEN,XQ - FAA MANDATE AIRSPACE RESTRICTION,CRJ-200,0000,49,2025-11-09 10:22:00,2025-11-06 15:03:33.918,(3 19:),  
OO-Skywest,5711,DTW,ORD,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0136,41,2025-11-08 17:51:00,2025-11-06 15:38:34.061,(3 02:),  
OO-Skywest,5712,ORD,GSP,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0572,49,2025-11-09 13:55:00,2025-11-09 12:50:59.927,(01:04),  
OO-Skywest,5712,ORD,GSP,XA - ATC GROUND DELAY PROGRAM,CRJ-550,0573,52,2025-11-10 13:55:00,2025-11-10 15:58:14.137,02:03,  
OO-Skywest,5713,SFO,SBA,XF - EXTREME WEATHER,CRJ-200,0221,27,2025-11-10 22:38:00,2025-11-11 00:30:45.714,01:52,  
OO-Skywest,5716,SFO,RNO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,1370,43,2025-11-08 16:25:00,2025-11-06 12:41:01.079,(3 03:),  
OO-Skywest,5716,SFO,RNO,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,48,2025-11-11 16:25:00,2025-11-07 13:24:06.619,(5 03:),  
OO-Skywest,5717,ORD,DTW,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0114,61,2025-11-07 07:20:00,2025-11-06 14:32:45.738,(16:47),  
OO-Skywest,5717,ORD,DTW,XQ - FAA MANDATE AIRSPACE RESTRICTION,ERJ-175,0000,70,2025-11-09 07:20:00,2025-11-06 16:04:14.211,(3 15:),  
